order_id,order_date,customer_id,product_id,warehouse_id,quantity,sales_amount,discount,delivery_days
O36138,2026-06-08,C4730,P0047,W002,4,13053.78,0.23,5
O36139,2025-06-01,C4560,P0443,W005,9,40836.9,0.07,4
O36140,2024-06-17,C1098,P0030,W002,8,5633.48,0.09,5
O36141,2024-07-20,C1276,P0017,W001,9,23751.91,0.13,15
O36142,2024-12-19,C2241,P0423,W003,5,13640.43,0.08,6
O36143,2024-08-23,C2317,P0498,W005,10,8239.37,0.22,7
O36144,2025-04-11,C1479,P0218,W005,3,2377.56,0.04,8
O36145,2026-02-07,C3858,P0029,W002,7,36205.12,0.23,9
O36146,2025-03-04,C3478,P0392,W004,8,5757.73,0.12,6
O36147,2025-06-30,C1501,P0166,W005,7,16211.32,0.24,4
O36148,2026-03-16,C0659,P0006,W004,4,17366.42,0.15,5
O36149,2025-04-26,C0716,P0260,W005,9,9773.05,0.21,7
O36150,2024-11-26,C2112,P0315,W001,7,10399.8,0.12,14
O36151,2025-11-26,C0879,P0178,W004,9,32691.27,0.13,7
O36152,2025-01-23,C0034,P0118,W004,7,33559.6,0.19,2
O36153,2025-10-21,C1243,P0339,W002,4,27476.55,0.07,10
O36154,2025-05-11,C3768,P0266,W001,6,20839.59,0.14,15
O36155,2025-10-29,C2437,P0163,W003,5,30403.58,0.21,12
O36156,2025-09-11,C2917,P0229,W001,10,25484.29,0.21,15
O36157,2026-03-21,C3485,P0311,W004,5,30024.86,0.11,1
O36158,2025-05-19,C2229,P0313,W001,4,9993.47,0.21,8
O36159,2025-07-31,C1058,P0193,W001,9,35853.12,0.2,1
O36160,2024-10-27,C1725,P0489,W001,9,27554.11,0.09,8
O36161,2025-04-22,C4124,P0323,W004,2,6783.48,0.13,5
O36162,2025-08-26,C2018,P0397,W004,6,30583.19,0.22,12
O36163,2025-05-28,C3714,P0251,W002,10,5471.87,0.19,6
O36164,2024-06-23,C0979,P0310,W004,7,14092.38,0.11,10
O36165,2024-11-25,C2673,P0147,W004,3,15887.43,0.04,7
O36166,2025-04-18,C1085,P0052,W004,4,11581.24,0.1,2
O36167,2026-06-07,C2565,P0189,W003,1,3309.34,0.18,10
O36168,2026-06-06,C0965,P0398,W004,7,30576.9,0.2,13
O36169,2025-05-21,C0802,P0332,W004,5,20065.2,0.19,12
O36170,2025-01-28,C2319,P0093,W005,3,17140.03,0.2,15
O36171,2024-08-19,C3855,P0396,W001,3,18064.49,0.09,9
O36172,2026-05-26,C0084,P0222,W002,8,7798.78,0.2,15
O36173,2025-10-30,C1862,P0130,W002,2,5175.11,0.23,3
O36174,2024-06-16,C3819,P0209,W001,1,2736.13,0.15,14
O36175,2025-10-14,C0814,P0170,W003,2,13575.22,0.16,9
O36176,2025-12-11,C3124,P0344,W003,8,9099.79,0.21,8
O36177,2025-02-16,C2366,P0497,W004,3,4170.69,0.08,12
O36178,2026-02-23,C4540,P0169,W004,7,3002.24,0.24,4
O36179,2025-10-30,C1054,P0147,W002,7,34367.61,0.11,13
O36180,2024-08-24,C4641,P0220,W004,4,20266.04,0.17,5
O36181,2025-07-19,C4946,P0362,W001,5,4559.19,0.05,2
O36182,2024-07-03,C1941,P0294,W003,6,24742.0,0.07,14
O36183,2025-11-17,C3016,P0327,W005,4,8064.94,0.24,13
O36184,2025-09-25,C3115,P0371,W005,5,18744.51,0.11,4
O36185,2024-08-17,C2900,P0337,W001,3,14143.98,0.08,13
O36186,2024-07-28,C1019,P0220,W005,9,47246.74,0.14,4
O36187,2024-07-24,C4812,P0411,W001,7,48247.11,0.16,5
O36188,2025-09-24,C2038,P0097,W005,3,15645.77,0.02,12
O36189,2025-01-28,C1771,P0172,W001,6,22092.21,0.25,8
O36190,2025-12-11,C0459,P0370,W001,4,12113.27,0.02,11
O36191,2024-09-22,C1549,P0045,W001,2,10579.54,0.08,9
O36192,2024-08-09,C0879,P0462,W001,9,33871.82,0.16,12
O36193,2025-07-07,C0623,P0177,W002,10,44368.19,0.11,14
O36194,2025-09-23,C3765,P0233,W001,1,3926.65,0.23,3
O36195,2025-09-20,C0933,P0271,W005,9,28343.95,0.2,7
O36196,2024-12-17,C2745,P0495,W002,4,15423.82,0.14,8
O36197,2025-10-01,C1258,P0140,W004,8,44143.37,0.21,2
O36198,2025-08-16,C1354,P0442,W002,9,13552.84,0.06,6
O36199,2025-11-25,C2571,P0254,W005,4,13562.86,0.08,13
O36200,2026-03-30,C4508,P0250,W004,7,18243.17,0.09,7
O36201,2025-03-28,C2866,P0142,W003,10,58718.68,0.15,5
O36202,2025-01-29,C3751,P0180,W002,4,1101.92,0.03,12
O36203,2025-02-16,C3941,P0303,W005,9,24830.9,0.18,1
O36204,2025-03-18,C2240,P0243,W002,5,7584.71,0.09,1
O36205,2025-02-23,C4350,P0279,W003,10,36236.88,0.24,7
O36206,2024-07-21,C1463,P0316,W001,6,19401.17,0.19,14
O36207,2026-02-09,C1633,P0229,W004,8,25548.81,0.01,7
O36208,2025-07-30,C3089,P0393,W003,6,25517.54,0.14,7
O36209,2026-03-28,C1637,P0317,W001,1,4020.1,0.22,7
O36210,2025-06-06,C1159,P0437,W005,5,21096.77,0.12,12
O36211,2024-10-14,C0540,P0323,W003,7,25652.46,0.06,7
O36212,2025-06-27,C4404,P0381,W004,10,19018.88,0.25,8
O36213,2026-03-16,C3256,P0165,W003,2,5462.1,0.06,8
O36214,2026-03-26,C2388,P0138,W002,3,17271.07,0.25,6
O36215,2025-05-25,C3879,P0337,W001,2,10146.77,0.01,15
O36216,2026-03-08,C1844,P0207,W004,4,9916.74,0.11,14
O36217,2024-09-11,C1485,P0104,W003,9,24246.47,0.25,4
O36218,2025-06-09,C0778,P0107,W005,2,2667.86,0.12,2
O36219,2024-06-29,C1306,P0440,W002,8,29662.2,0.12,13
O36220,2024-08-09,C2912,P0481,W002,2,3989.56,0.1,11
O36221,2024-12-21,C1447,P0376,W002,4,16159.48,0.22,3
O36222,2025-02-03,C4521,P0075,W005,3,5368.38,0.19,9
O36223,2025-03-01,C4986,P0212,W005,7,25982.03,0.11,4
O36224,2025-09-22,C1017,P0142,W002,7,47389.43,0.02,14
O36225,2025-06-21,C2249,P0030,W005,6,3992.96,0.14,1
O36226,2026-02-15,C1873,P0116,W003,4,14860.52,0.0,9
O36227,2024-07-31,C4947,P0399,W002,4,7623.38,0.11,4
O36228,2024-10-04,C0609,P0023,W003,5,23967.12,0.04,9
O36229,2024-12-12,C0093,P0316,W002,4,15968.04,0.0,8
O36230,2025-06-22,C1572,P0220,W005,10,49444.26,0.19,6
O36231,2026-03-29,C4655,P0472,W001,4,22124.64,0.01,5
O36232,2024-12-17,C2756,P0132,W004,5,19596.7,0.16,12
O36233,2024-11-24,C3613,P0484,W002,1,2857.98,0.08,2
O36234,2025-05-21,C0708,P0206,W004,1,5714.26,0.04,15
O36235,2025-04-20,C4749,P0159,W002,7,34716.61,0.18,7
O36236,2026-01-11,C0438,P0306,W001,2,9384.01,0.03,1
O36237,2025-05-13,C0100,P0484,W004,9,27399.33,0.02,6
O36238,2024-11-06,C0264,P0062,W001,4,24809.33,0.09,5
O36239,2026-05-31,C4385,P0246,W002,5,19398.2,0.1,12
O36240,2026-04-01,C1181,P0327,W002,10,22815.28,0.14,5
O36241,2024-10-15,C3396,P0009,W003,8,16926.72,0.24,11
O36242,2024-12-25,C2419,P0028,W004,3,4665.33,0.07,6
O36243,2025-04-23,C3794,P0478,W001,2,7751.47,0.2,4
O36244,2025-09-01,C2400,P0027,W002,10,55133.63,0.11,14
O36245,2025-03-03,C0194,P0133,W005,5,13652.82,0.09,1
O36246,2025-01-05,C3188,P0486,W001,10,32481.16,0.19,13
O36247,2026-04-03,C1712,P0344,W001,5,6623.26,0.08,15
O36248,2026-03-02,C3301,P0075,W004,6,10339.1,0.22,8
O36249,2026-05-21,C4000,P0300,W005,2,8696.27,0.2,14
O36250,2024-08-30,C1140,P0280,W004,1,4530.89,0.2,2
O36251,2025-12-25,C1777,P0164,W001,10,46626.75,0.15,5
O36252,2026-06-09,C1227,P0435,W003,7,47383.59,0.08,4
O36253,2026-02-19,C4113,P0242,W003,5,15816.34,0.23,14
O36254,2026-05-07,C2924,P0047,W001,4,15935.78,0.06,13
O36255,2025-03-27,C4294,P0489,W004,7,21195.47,0.1,8
O36256,2025-09-03,C0107,P0415,W003,7,29955.48,0.16,15
O36257,2025-03-13,C3085,P0276,W002,3,8642.77,0.09,13
O36258,2025-02-11,C1453,P0434,W003,4,18487.01,0.14,2
O36259,2025-10-26,C4845,P0215,W004,10,35780.56,0.2,1
O36260,2025-07-28,C4486,P0129,W005,6,8725.27,0.02,5
O36261,2024-06-28,C4070,P0011,W001,9,35962.97,0.17,3
O36262,2024-09-28,C0569,P0004,W005,3,1721.19,0.08,2
O36263,2024-07-29,C0288,P0408,W001,7,12648.84,0.01,4
O36264,2026-04-23,C4173,P0006,W003,1,4648.07,0.09,10
O36265,2026-05-31,C3590,P0098,W002,2,10927.46,0.17,12
O36266,2025-12-04,C4526,P0331,W002,1,1082.5,0.0,1
O36267,2025-02-05,C0368,P0048,W004,1,1629.68,0.12,13
O36268,2025-09-23,C2123,P0404,W004,4,17415.23,0.19,4
O36269,2026-01-24,C1632,P0500,W004,6,25628.25,0.03,13
O36270,2025-05-10,C3389,P0015,W004,4,15266.28,0.0,3
O36271,2025-12-03,C0604,P0130,W004,8,21775.78,0.19,5
O36272,2025-03-24,C0025,P0284,W005,4,14305.73,0.02,6
O36273,2025-11-15,C4924,P0115,W001,5,2046.74,0.07,13
O36274,2026-04-27,C3300,P0189,W003,10,34304.13,0.15,10
O36275,2026-01-24,C1598,P0097,W001,7,36879.31,0.01,12
O36276,2025-10-16,C0207,P0406,W003,6,13845.24,0.05,2
O36277,2024-07-16,C0212,P0343,W002,7,26485.63,0.01,4
O36278,2025-06-07,C4459,P0186,W003,7,30518.26,0.16,12
O36279,2025-04-09,C2501,P0052,W002,8,21103.59,0.18,2
O36280,2025-08-24,C2000,P0291,W001,4,6347.37,0.01,12
O36281,2025-10-24,C1204,P0146,W001,7,33663.95,0.24,13
O36282,2024-07-14,C2575,P0144,W001,8,28683.39,0.06,11
O36283,2024-11-23,C2463,P0056,W001,5,29098.26,0.15,14
O36284,2026-01-05,C1370,P0492,W001,3,8539.9,0.14,7
O36285,2025-02-01,C0126,P0316,W002,1,3273.45,0.18,9
O36286,2026-01-23,C2593,P0464,W002,7,18894.46,0.1,12
O36287,2026-01-17,C0330,P0465,W002,4,8408.03,0.21,13
O36288,2025-04-03,C4048,P0355,W001,9,59728.68,0.15,1
O36289,2025-05-03,C4813,P0162,W001,7,14492.77,0.09,4
O36290,2026-02-10,C1458,P0496,W004,6,31692.29,0.13,8
O36291,2026-03-27,C0676,P0150,W004,9,10160.68,0.24,6
O36292,2025-03-11,C3440,P0276,W003,10,31341.92,0.01,7
O36293,2026-03-21,C2943,P0337,W004,5,23060.84,0.1,11
O36294,2026-03-29,C3079,P0123,W001,5,24627.54,0.16,15
O36295,2025-02-11,C1355,P0429,W003,3,12277.25,0.09,11
O36296,2025-08-16,C0509,P0440,W004,2,6657.14,0.21,7
O36297,2024-06-21,C0815,P0368,W004,7,6327.7,0.16,9
O36298,2024-11-04,C3613,P0013,W002,3,21325.76,0.13,7
O36299,2024-07-14,C1853,P0185,W001,8,47142.23,0.12,5
O36300,2026-04-10,C0775,P0241,W004,10,30909.19,0.13,13
O36301,2025-08-28,C0302,P0416,W001,4,13019.92,0.22,9
O36302,2025-05-02,C0194,P0463,W003,5,34622.68,0.09,4
O36303,2025-10-20,C1419,P0458,W005,10,51408.69,0.06,1
O36304,2025-08-13,C1880,P0007,W002,7,39064.66,0.1,8
O36305,2026-03-31,C0389,P0411,W005,6,47262.47,0.04,8
O36306,2026-03-02,C2238,P0311,W003,2,10255.68,0.24,6
O36307,2025-04-13,C2668,P0278,W002,7,31316.14,0.04,4
O36308,2025-04-30,C3144,P0160,W004,4,13938.07,0.24,9
O36309,2024-10-03,C2252,P0420,W004,2,4276.43,0.24,10
O36310,2025-10-28,C4946,P0028,W004,8,13109.73,0.02,3
O36311,2026-04-15,C1697,P0081,W005,10,56444.02,0.08,12
O36312,2024-09-15,C2394,P0495,W003,9,31475.36,0.22,4
O36313,2026-01-21,C1373,P0380,W004,3,16945.71,0.08,11
O36314,2024-07-21,C4286,P0159,W004,5,22983.12,0.24,3
O36315,2026-05-11,C3755,P0407,W003,8,12997.23,0.07,9
O36316,2025-06-12,C2215,P0413,W001,4,11263.02,0.13,1
O36317,2025-07-20,C3240,P0121,W004,10,12489.71,0.02,3
O36318,2025-08-21,C0572,P0240,W002,5,25407.51,0.07,13
O36319,2026-05-20,C0278,P0405,W003,8,47559.64,0.19,7
O36320,2026-01-20,C1435,P0255,W005,2,1520.2,0.18,3
O36321,2024-09-30,C1893,P0125,W003,6,6117.39,0.23,11
O36322,2025-07-30,C0585,P0294,W004,2,7005.8,0.21,7
O36323,2025-10-26,C1882,P0185,W001,10,62945.6,0.06,3
O36324,2024-09-26,C3387,P0369,W001,2,8093.78,0.0,7
O36325,2024-09-17,C2053,P0177,W001,5,19442.24,0.22,8
O36326,2025-12-16,C2793,P0478,W001,3,13661.97,0.06,14
O36327,2025-07-06,C2857,P0370,W002,2,4882.39,0.21,1
O36328,2026-02-05,C1933,P0086,W001,10,17249.76,0.2,10
O36329,2024-07-16,C4903,P0131,W001,3,5959.43,0.19,1
O36330,2026-05-30,C0482,P0436,W001,8,48693.18,0.17,8
O36331,2025-07-11,C3315,P0145,W005,1,1687.23,0.16,14
O36332,2024-06-20,C0287,P0116,W005,9,30092.55,0.1,7
O36333,2026-02-07,C0312,P0101,W003,8,13677.45,0.09,2
O36334,2025-12-13,C4774,P0149,W001,7,17528.37,0.14,2
O36335,2025-08-03,C2088,P0010,W005,4,19674.01,0.16,15
O36336,2026-03-18,C3349,P0152,W005,7,7777.55,0.12,10
O36337,2025-11-23,C1231,P0012,W002,8,45793.78,0.11,3
O36338,2025-02-17,C1822,P0387,W002,8,46020.12,0.25,2
O36339,2024-06-21,C4728,P0432,W003,8,16606.46,0.2,9
O36340,2025-01-15,C2683,P0409,W001,4,19581.55,0.14,6
O36341,2024-06-12,C1805,P0343,W001,7,24345.38,0.09,9
O36342,2025-04-09,C2341,P0311,W004,7,41090.2,0.13,5
O36343,2026-03-26,C4048,P0390,W001,7,4910.09,0.14,15
O36344,2024-10-10,C3035,P0329,W001,8,41255.96,0.16,5
O36345,2025-07-13,C4419,P0270,W005,7,18506.13,0.23,1
O36346,2024-12-10,C1277,P0401,W004,1,4678.66,0.09,2
O36347,2024-08-26,C2957,P0354,W003,7,28376.0,0.16,4
O36348,2025-09-11,C0531,P0298,W003,3,2269.86,0.17,4
O36349,2026-04-07,C0275,P0242,W005,3,11584.95,0.06,1
O36350,2025-01-24,C0034,P0419,W002,9,27240.03,0.0,11
O36351,2025-05-24,C4862,P0359,W004,8,20334.05,0.16,7
O36352,2025-01-08,C1567,P0238,W004,8,37027.66,0.05,9
O36353,2025-09-11,C2850,P0107,W005,4,5517.62,0.09,1
O36354,2025-09-14,C0751,P0141,W001,9,34367.48,0.18,3
O36355,2025-12-12,C4908,P0490,W001,10,29587.67,0.02,11
O36356,2025-01-14,C0703,P0331,W002,2,1667.05,0.23,15
O36357,2026-03-12,C2707,P0015,W003,6,22670.43,0.01,9
O36358,2024-08-21,C0651,P0401,W005,4,19742.9,0.04,9
O36359,2026-03-09,C2563,P0277,W003,7,21410.66,0.24,9
O36360,2025-02-19,C2311,P0359,W002,3,8623.82,0.05,15
O36361,2025-05-03,C0849,P0101,W005,4,6012.06,0.2,5
O36362,2025-11-19,C0398,P0078,W002,10,65024.88,0.06,8
O36363,2025-07-12,C2639,P0251,W004,1,526.92,0.22,11
O36364,2025-09-27,C4189,P0460,W003,1,5128.26,0.08,14
O36365,2025-06-23,C2327,P0116,W003,6,20061.7,0.1,6
O36366,2024-11-01,C0606,P0291,W002,9,12261.96,0.15,11
O36367,2026-05-26,C0330,P0394,W004,10,23723.25,0.13,7
O36368,2026-04-30,C1218,P0124,W001,2,8675.95,0.07,1
O36369,2025-09-03,C3356,P0194,W004,4,17542.29,0.25,9
O36370,2025-05-24,C2458,P0489,W003,7,22137.49,0.06,10
O36371,2025-05-21,C4957,P0095,W004,5,18864.25,0.06,3
O36372,2025-09-05,C3777,P0068,W004,1,925.3,0.12,5
O36373,2025-01-02,C0120,P0229,W001,7,18742.25,0.17,11
O36374,2024-06-18,C2226,P0477,W003,5,33804.16,0.08,1
O36375,2024-09-10,C1733,P0381,W005,2,4209.51,0.17,3
O36376,2025-11-21,C4375,P0044,W003,7,28040.43,0.22,1
O36377,2024-07-15,C2600,P0347,W004,6,31434.32,0.12,12
O36378,2024-08-05,C3450,P0328,W002,9,39736.72,0.18,15
O36379,2026-03-06,C0974,P0362,W002,2,1689.3,0.12,10
O36380,2025-11-02,C4355,P0254,W001,5,16400.74,0.11,7
O36381,2025-07-04,C0082,P0174,W002,3,9317.52,0.25,1
O36382,2025-05-01,C3895,P0170,W002,10,77572.7,0.04,12
O36383,2025-11-26,C4236,P0331,W001,3,2955.22,0.09,9
O36384,2025-10-10,C4958,P0266,W002,2,6784.98,0.16,11
O36385,2026-05-04,C1877,P0337,W002,10,39972.11,0.22,14
O36386,2024-07-06,C1588,P0267,W003,4,11302.51,0.19,7
O36387,2024-08-13,C4673,P0077,W005,10,29670.74,0.21,14
O36388,2025-03-24,C1242,P0420,W002,8,20256.77,0.1,10
O36389,2025-02-24,C2791,P0268,W001,7,24563.06,0.12,13
O36390,2024-07-09,C0640,P0347,W005,3,16967.39,0.05,3
O36391,2026-05-20,C3574,P0066,W002,6,16460.07,0.03,6
O36392,2024-09-27,C3111,P0213,W004,5,14786.0,0.21,11
O36393,2025-06-05,C2163,P0292,W004,6,26479.96,0.15,11
O36394,2026-02-19,C2413,P0255,W003,1,862.06,0.07,8
O36395,2026-04-02,C1935,P0402,W004,5,18770.13,0.18,11
O36396,2025-09-27,C2916,P0453,W004,1,6292.02,0.17,15
O36397,2026-02-19,C2329,P0269,W003,2,6384.08,0.19,4
O36398,2026-05-17,C0639,P0446,W003,4,2391.38,0.18,2
O36399,2026-04-18,C3203,P0061,W003,3,16362.01,0.06,12
O36400,2024-10-05,C0188,P0232,W004,2,11845.87,0.09,10
O36401,2025-12-31,C1855,P0298,W001,2,1659.09,0.09,1
O36402,2025-02-21,C0755,P0497,W005,2,2478.24,0.18,3
O36403,2025-09-15,C0486,P0293,W005,3,5327.71,0.23,14
O36404,2025-11-22,C4060,P0276,W005,1,2975.9,0.06,10
O36405,2024-12-28,C3158,P0416,W004,9,31172.68,0.17,6
O36406,2024-10-12,C1666,P0142,W004,9,51603.36,0.17,5
O36407,2025-09-09,C1113,P0057,W001,7,32521.84,0.04,8
O36408,2025-12-18,C0407,P0343,W001,1,3554.35,0.07,4
O36409,2025-05-19,C4131,P0305,W002,4,13277.85,0.14,15
O36410,2025-08-05,C4057,P0470,W003,6,5762.95,0.06,3
O36411,2024-07-20,C1341,P0413,W002,8,21749.28,0.16,5
O36412,2026-04-26,C2588,P0146,W002,2,11896.28,0.06,8
O36413,2025-03-03,C0827,P0447,W001,9,6049.12,0.14,3
O36414,2025-09-19,C2253,P0085,W005,3,22781.25,0.0,1
O36415,2025-05-28,C4835,P0231,W001,1,2488.08,0.24,6
O36416,2025-03-04,C1265,P0329,W005,3,16576.06,0.1,14
O36417,2024-11-07,C2194,P0224,W004,1,1903.98,0.11,10
O36418,2025-11-12,C2366,P0045,W002,8,35418.46,0.23,7
O36419,2026-05-12,C2004,P0483,W004,8,45268.0,0.0,3
O36420,2024-11-11,C3582,P0343,W003,6,19491.59,0.15,6
O36421,2025-02-01,C0996,P0091,W005,1,5608.05,0.1,2
O36422,2024-09-06,C4340,P0395,W002,10,32418.7,0.0,10
O36423,2025-06-07,C2804,P0377,W005,9,40597.64,0.03,2
O36424,2024-09-24,C4735,P0175,W004,7,43473.22,0.08,12
O36425,2026-03-09,C2032,P0349,W002,5,33486.75,0.25,9
O36426,2024-06-25,C4527,P0267,W001,7,23930.63,0.02,15
O36427,2025-01-16,C1722,P0346,W004,5,16391.13,0.11,4
O36428,2024-12-31,C3342,P0448,W002,10,21618.63,0.13,7
O36429,2025-04-27,C3146,P0311,W002,1,5397.73,0.2,7
O36430,2025-03-10,C2511,P0492,W001,10,29790.36,0.1,11
O36431,2024-09-20,C4805,P0241,W003,5,14744.04,0.17,4
O36432,2024-11-13,C4823,P0108,W005,8,23904.5,0.06,14
O36433,2024-11-24,C4668,P0163,W005,6,37407.95,0.19,14
O36434,2026-03-15,C1235,P0378,W004,2,1735.19,0.02,13
O36435,2024-08-01,C3567,P0193,W001,9,37197.61,0.17,8
O36436,2025-09-18,C3918,P0287,W001,10,29514.76,0.09,13
O36437,2026-02-08,C3885,P0098,W005,10,57928.73,0.12,1
O36438,2025-08-19,C0720,P0116,W001,3,9919.4,0.11,14
O36439,2026-01-06,C4336,P0325,W005,3,17191.37,0.07,6
O36440,2024-08-15,C4715,P0093,W005,1,5856.18,0.18,2
O36441,2025-11-11,C3965,P0175,W001,9,57109.23,0.06,15
O36442,2026-03-06,C2228,P0021,W002,6,42995.74,0.02,9
O36443,2025-02-16,C2819,P0069,W003,5,29517.34,0.01,10
O36444,2026-03-28,C0155,P0273,W005,9,27628.78,0.16,6
O36445,2024-07-21,C1789,P0290,W004,7,24316.53,0.19,2
O36446,2026-04-03,C1242,P0345,W003,3,15501.11,0.01,15
O36447,2024-09-22,C3009,P0478,W003,10,38272.89,0.21,9
O36448,2026-01-13,C3547,P0262,W005,6,34086.94,0.12,4
O36449,2026-02-17,C4672,P0292,W003,3,13551.51,0.13,10
O36450,2025-12-24,C4336,P0232,W001,1,5272.06,0.19,11
O36451,2025-01-20,C4519,P0471,W001,5,22027.07,0.15,15
O36452,2026-04-25,C3123,P0168,W003,3,8626.34,0.16,5
O36453,2024-12-14,C3069,P0446,W005,9,6233.63,0.05,6
O36454,2026-06-08,C2803,P0165,W002,7,18100.46,0.11,7
O36455,2024-07-06,C4799,P0373,W002,5,12881.88,0.15,4
O36456,2024-10-11,C3842,P0425,W001,5,8065.98,0.17,4
O36457,2024-11-08,C1047,P0321,W005,1,733.42,0.19,4
O36458,2025-03-04,C0984,P0188,W004,3,6729.08,0.1,12
O36459,2024-06-19,C0773,P0418,W003,5,3685.68,0.07,5
O36460,2024-08-03,C1476,P0105,W005,7,33274.35,0.04,7
O36461,2024-08-13,C4165,P0103,W003,5,5524.76,0.25,3
O36462,2025-01-05,C0934,P0233,W003,2,8567.23,0.16,3
O36463,2024-10-21,C3432,P0256,W001,10,51962.54,0.07,3
O36464,2024-12-24,C0172,P0410,W003,5,8302.72,0.11,3
O36465,2024-07-09,C0873,P0251,W001,5,2668.38,0.21,2
O36466,2025-05-27,C2783,P0374,W004,10,47865.64,0.09,8
O36467,2024-09-27,C3546,P0148,W004,2,8228.42,0.17,3
O36468,2025-10-21,C3171,P0365,W001,4,6667.52,0.1,10
O36469,2025-11-24,C4330,P0021,W002,10,67272.24,0.08,2
O36470,2025-12-21,C3825,P0467,W005,3,19164.97,0.13,3
O36471,2026-03-21,C3371,P0016,W002,9,43070.34,0.15,14
O36472,2026-01-17,C1373,P0221,W002,6,2609.42,0.18,7
O36473,2024-10-18,C4918,P0108,W003,1,2701.97,0.15,7
O36474,2025-01-30,C3261,P0125,W004,3,3495.65,0.12,8
O36475,2026-05-10,C0076,P0104,W005,8,23563.98,0.18,1
O36476,2025-12-01,C4644,P0294,W003,5,20396.63,0.08,12
O36477,2025-03-02,C4503,P0309,W004,2,4487.81,0.13,1
O36478,2025-12-14,C4605,P0139,W002,10,45223.9,0.0,11
O36479,2026-02-06,C1972,P0105,W001,4,19608.1,0.01,6
O36480,2024-12-24,C4987,P0005,W005,4,34460.08,0.01,13
O36481,2025-11-30,C1437,P0284,W005,3,10729.29,0.02,8
O36482,2025-04-21,C3706,P0053,W003,8,32001.95,0.01,3
O36483,2026-03-22,C1575,P0309,W002,2,4384.64,0.15,10
O36484,2026-05-23,C0481,P0434,W004,5,23377.47,0.13,14
O36485,2025-03-04,C0398,P0194,W001,4,22688.03,0.03,2
O36486,2026-03-24,C2420,P0097,W001,8,42147.78,0.01,12
O36487,2025-04-29,C4084,P0419,W004,1,2512.14,0.17,9
O36488,2025-07-12,C0285,P0111,W002,7,4311.28,0.11,2
O36489,2025-08-30,C2513,P0065,W005,3,5283.44,0.24,4
O36490,2026-03-29,C4832,P0288,W001,5,4640.45,0.09,7
O36491,2025-07-16,C2276,P0250,W005,4,11341.12,0.01,14
O36492,2026-05-21,C3442,P0274,W003,6,29650.66,0.06,2
O36493,2025-04-22,C1835,P0017,W001,4,11891.12,0.02,7
O36494,2024-08-06,C4184,P0109,W001,1,4480.09,0.06,4
O36495,2024-07-19,C0414,P0025,W005,1,1951.14,0.2,13
O36496,2025-02-06,C0175,P0135,W001,5,26295.05,0.11,7
O36497,2025-12-04,C2108,P0429,W003,6,22395.86,0.17,4
O36498,2025-04-16,C0501,P0015,W001,2,7556.81,0.01,15
O36499,2024-06-14,C3871,P0354,W001,7,28376.0,0.16,3
O36500,2026-03-24,C1540,P0131,W001,10,20355.25,0.17,6
O36501,2024-06-14,C0151,P0485,W005,1,1428.13,0.19,7
O36502,2025-09-10,C4390,P0396,W001,4,21174.5,0.2,5
O36503,2025-08-09,C4661,P0136,W004,8,23253.27,0.04,9
O36504,2025-12-30,C2143,P0119,W004,6,36064.14,0.15,9
O36505,2025-08-05,C2406,P0188,W002,9,20860.13,0.07,3
O36506,2024-06-25,C3676,P0341,W003,3,9623.62,0.21,15
O36507,2024-11-09,C0983,P0020,W002,10,64752.03,0.02,15
O36508,2025-10-21,C1145,P0367,W005,9,29705.68,0.06,4
O36509,2024-11-25,C3351,P0186,W001,2,8511.9,0.18,10
O36510,2026-04-11,C2759,P0078,W002,6,35279.45,0.15,8
O36511,2024-08-05,C4216,P0491,W003,7,3852.34,0.18,11
O36512,2026-02-04,C4362,P0347,W003,2,10359.04,0.13,10
O36513,2025-03-26,C4432,P0311,W003,2,10525.57,0.22,13
O36514,2025-11-27,C1394,P0122,W004,2,9415.31,0.15,15
O36515,2024-08-24,C2825,P0221,W003,2,806.16,0.24,8
O36516,2024-11-12,C0740,P0294,W004,7,23899.53,0.23,14
O36517,2025-01-29,C4127,P0317,W001,2,9483.32,0.08,2
O36518,2026-04-20,C3945,P0378,W005,1,663.97,0.25,13
O36519,2025-12-11,C2793,P0178,W001,9,28182.13,0.25,10
O36520,2025-03-04,C0194,P0109,W003,1,3860.5,0.19,14
O36521,2026-02-10,C1236,P0410,W001,3,5037.61,0.1,8
O36522,2025-05-24,C2756,P0493,W001,4,9191.23,0.07,12
O36523,2025-06-16,C4317,P0015,W003,9,29540.25,0.14,4
O36524,2025-12-24,C1905,P0359,W001,1,2753.57,0.09,11
O36525,2024-09-23,C2701,P0408,W002,4,6424.81,0.12,3
O36526,2026-04-09,C3238,P0239,W003,9,29022.08,0.23,15
O36527,2024-07-07,C0254,P0371,W003,10,34961.67,0.17,13
O36528,2026-01-29,C0034,P0100,W004,7,15791.04,0.01,11
O36529,2025-09-04,C2819,P0044,W004,10,44166.25,0.14,8
O36530,2025-10-11,C2606,P0040,W003,6,36750.23,0.08,4
O36531,2025-08-27,C3492,P0434,W005,2,8491.13,0.21,8
O36532,2026-01-15,C0375,P0388,W003,3,16418.39,0.17,12
O36533,2025-02-08,C3548,P0353,W004,6,28182.81,0.01,10
O36534,2024-11-01,C3908,P0197,W005,1,3321.55,0.13,7
O36535,2024-10-06,C2468,P0081,W003,1,4969.53,0.19,14
